years of age and older, weighing up to 77 lb. The 6V battery and charger are
included. Backed by a limited 1-year warranty on the vehicle, a limited 6-month
warranty on the battery, and the support of a dedicated U.S. Customer Service
221,fast-fold-go-activity-centers,Fast Fold + Go Activity Center,"<p>The ExerSaucer Bounce-A-Saurus Activity Center delivers all the bounce that baby loves and provides important activities to promote physical and mental development. With 10+ age-appropriate movements and toys, this activity center will encourage the child to move, play and learn.</p><p>The easy foldable legs and storage pouch makes this saucer convenient to store and very portable. The removable, soft-fabric seat cover and detachable toys are wipeable. The activity center has an easy, push button, height adjustment that grows with baby, making it a great value.</p>",Exersaucer,,,"Closeout, FG",False,Color,Bounce-a-saurus,,,,,61611767,7302.837157,shopify,deny,manual,63.75,89.99,True,True,32884188819.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/jd1io43va9kfmeqju8vo.jpg?v=1644257017,1,,False,Fast Fold + Go Activity Center - Evenflo® Official Site,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/jd1io43va9kfmeqju8vo.jpg?v=1644257017,lb,,,archived,,
222,fast-fold-go-activity-centers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/klhwlailemcdfwtgonw5.jpg?v=1644257015,2,Fast Fold + Go Activity Center,,,,,,,,,,,,,,,,,,,,,,,
223,fast-fold-go-activity-centers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/yi4cipjuhnnryhzmpkcx.jpg?v=1644257016,3,Fast Fold + Go Activity Center,,,,,,,,,,,,,,,,,,,,,,,
224,fast-fold-go-activity-centers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/essdhzdn5kdja2uexjvp.jpg?v=1644257016,4,Fast Fold + Go Activity Center,,,,,,,,,,,,,,,,,,,,,,,
225,extension-versatile-play-space,Versatile Play Space 2-Panel Extension,"<p>This 2-panel extension is designed to be used ONLY with the 6-panel Evenflo® Versatile Play Space. Add these panels to expand your play space from 18.5 to 34.5 square feet of safe, enclosed fun! The Play Space offers both indoor and outdoor versatility. Exclusive reversible legs have outdoor stakes for lawn stability and anti-movement/non-scratch floor pads for any interior floor surface. Quick and easy set up and fold, with our unique hinge design - simply unfold and connect together the interlocking UV weather resistant panels. Smooth edges and molded handle making it easy to take anywhere for safety on the go. No tools required!<br></p>",Evenflo,,,"Excess, FG, Outlet",True,Color,Cream,,,,,23011812,3492.661249,shopify,deny,manual,20.49,29.99,True,True,32884189540.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/gonvlj7dwoajadzvqflp_670cca8c-0fab-4cc9-96fe-1d3be28dec87.jpg?v=1648072079,1,,False,Versatile Play Space 2-Panel Extension - Evenflo® Official Site,"Designed for both indoor and outdoor versatility, the Versatile Play Space Extension connects to the Versatile Play Space for over 34.5 square feet of safe, enclosed fun! Setup is quick, easy and painless with no tools required.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/gonvlj7dwoajadzvqflp_670cca8c-0fab-4cc9-96fe-1d3be28dec87.jpg?v=1648072079,lb,,,active,,
226,extension-versatile-play-space,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/exi1jugipzlvju9feokm.jpg?v=1644024970,2,,,,,,,,,,,,,,,,,,,,,,,,
227,extension-versatile-play-space,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/hxessp4gyxhnththjevd_2fb22a0d-fc3d-43ea-9077-3c9cddc8fe9c.jpg?v=1648072078,3,,,,,,,,,,,,,,,,,,,,,,,,
228,exersaucer-door-jumper-sale,Door Jumper,"<p>The ExerSaucer®  Door Jumper delivers jump after jump of excitement for your little one. Jumping helps build core muscle development, while providing entertainment and exercise, without taking up floor space!</p><p>The easy-to-use clamp makes moving the jumper from room to room a breeze, and the adjustable straps mean you can customize the height for your child. Because setup is quick and doesn’t require tools, this item is perfect to throw in a travel bag for day trips or vacations. The soft fabrics are wipeable and machine-washable, a convenience you’ll love.</p>",Exersaucer,,,"Excess, FG, Outlet",True,Color,Pink Star Power,,,,,60412323,1324.4897204,shopify,deny,manual,15.75,29.99,True,True,32884199372.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/dmkhzsxgbgkeusdgc2yl.jpg?v=1649347712,1,,False,Door Jumper - Evenflo® Official Site,"The easy-to-use clamp makes moving the jumper a breeze. Because setup is quick and doesn’t require tools, this item is perfect for traveling. The soft fabrics are wipeable and machine-washable, a convenience you'll love.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/dxbko5zmhamyo8lyk97h_55e9b16f-df4a-4685-ae8c-c5d60ec65c82.jpg?v=1649945541,lb,,,active,4 mos - 1 yr,expectant - 6 mos
229,exersaucer-door-jumper-sale,,,,,,,,,Campfire Cubs,,,,,60411759,1324.4897204,shopify,deny,manual,15.75,19.99,True,True,32884188673.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/dxbko5zmhamyo8lyk97h_55e9b16f-df4a-4685-ae8c-c5d60ec65c82.jpg?v=1649945541,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/dmkhzsxgbgkeusdgc2yl.jpg?v=1649347712,lb,,,,4 mos - 1 yr,expectant - 6 mos
230,exersaucer-door-jumper-sale,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/mjrll8a8cm52pqgq8gnd_6b8fcbcf-d24b-40a3-a7d6-82af2eaef0f3.jpg?v=1649945541,3,,,,,,,,,,,,,,,,,,,,,,,4 mos - 1 yr,expectant - 6 mos
231,evolve-3-in-1-combination-booster-car-seats,Evolve 3-In-1 Booster Car Seat,"<p>The Evenﬂo® Evolve™ offers extended use with 3 modes that accommodate your child forward facing from 22-120 lbs. Mode one features a 5-point safety harness, mode two allows you to use the vehicle belt as a high back booster, and mode three transitions to a no back booster. The Evolve features E3™ Expanded Zone of Protection - 3 layers of superior protection that reduce side impact crash forces up to 50%. 4 harness slots and a 5-point safety harness ensure an accurate ﬁt, while the up-front harness adjust and recline allow you convenient access to adjusting the car seat. As your child grows, 7 headrest positions allow you to adjust for a proper ﬁt. Dual integrated cup holders keep drinks and snacks close at hand, and the machine-washable seat pad is easy to clean. The Evolve is proudly tested above industry standards in front, side and rollover impact tests. Additionally, all Evenﬂo car seats include Parentlink® customer service perks like real-time chat and free live video installation support.</p>",Evenflo,,,"Closeout, FG, Outlet",True,Color,Dreamer Pink,,,,,34421934,10886.21688,shopify,deny,manual,104.75,169.99,True,True,32884193639.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/topbgfqxjpg7drovu4sg.jpg?v=1649281374,1,shopify-item-title,False,Evolve 3-In-1 Booster Car Seat - Evenflo® Official Site,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/topbgfqxjpg7drovu4sg.jpg?v=1649281374,lb,,,active,5 yrs - 10 yrs,4 yrs +
232,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/l3cyzzmh6jxorrxyb32c.jpg?v=1649281371,2,Evolve 3-In-1 Booster Car Seat,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
233,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/gmitfe4ieocef5ssr2jg.jpg?v=1649281370,3,Evolve 3-In-1 Booster Car Seat,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
234,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/tryrgldfy1kwny2d3dx5.jpg?v=1649281371,4,Evolve 3-In-1 Booster Car Seat,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
235,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/laxii4ibjfrx6diwdkvq.jpg?v=1649281372,5,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
236,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/gtcnnn7cu375wc8ysfgh.jpg?v=1649281373,6,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
237,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/bp9ort3dle2tl8au2rtq.jpg?v=1649281375,7,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
238,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ekci58vqec1dxkgmrvjy.jpg?v=1649281376,8,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
239,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/dqb5eok7n1cnsa9pdcnk.jpg?v=1649281377,9,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
240,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/cc4qpuqjtg2ypp8qh2iw.jpg?v=1649281379,10,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
241,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/zxafwuoo1zyjjq9qcwfk.jpg?v=1649281380,11,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
242,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/zcxyyodscqsz2ygc6efm.jpg?v=1649281381,12,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
243,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/n8qs5lysomta8amtojsk.jpg?v=1649281382,13,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
244,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/fd70jvtdmyspulo1sx3b.jpg?v=1649281384,14,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
245,evolve-3-in-1-combination-booster-car-seats,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/dqmbuqeibvtvs65eop0i.jpg?v=1649281385,15,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,5 yrs - 10 yrs,4 yrs +
246,everystage-sensorsafe-convertible-car-seat-sale,EveryStage All-In-One Convertible Car Seat with SensorSafe + Easy Click Install,"<p>Part of the Evenflo Gold line, the EveryStage All-in-One Car Seat
delivers for parents who appreciate sleek, modern design, leading-edge
connectivity, and comfort that won’t quit. Designed for a decade of use, the
EveryStage keeps pace with growing kids, from birth to toddlerhood and beyond.
This premium quality car seat also makes every journey happier and safer — and
everyday parenting a little easier. Babes, toddlers and kids love the feel and
comfort of extra cushioning, plus the convenience of two removable,
dishwasher-safe cupholders that keep drinks and bottles within reach. Parents
love EasyClick™ Installation, which allows them to get a wiggle-free seat in
just 60 seconds. And for every step and stage of childhood,
you can rely on SensorSafe™ to send alerts to your phone if your child is
seated too long or the backseat gets too hot. It’s a game changer for parents
who love the feeling of constant connection.</p>

<p>Evenflo® Gold EveryStage
Smart All-in-One Convertible Car Seat is a product of Evenflo, a trusted
source of precision-manufactured, high-quality children products for over 100
years. Our team takes a proactive approach to the design of our strollers and
travel systems, delivering value and convenience with a relentless focus on
safety. If you need tips on ensuring the safest ride for your child, our
ParentLink® customer service experts are ready to guide you. </p>",Evenflo Gold,,,"Closeout, FG",False,Color,Moonstone Gray,,,,,39212311,15331.422106,shopify,deny,manual,209.75,299.99,True,True,32884199433.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ejtkrvvlq4rt1l8fpq6n_b75514c2-4f0b-464f-84e4-1f6d470db85f.jpg?v=1644941972,1,,False,Evenflo® Gold EveryStage All-In-One Convertible Car Seat with SensorSafe + Easy Click Install - Evenflo® Official Site,"Parents love EasyClick™ Installation, which allows them to get a wiggle-free seat in just 60 seconds. You can rely on SensorSafe™ to send alerts to your phone if your child is seated too long or the backseat gets too hot.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ejtkrvvlq4rt1l8fpq6n_b75514c2-4f0b-464f-84e4-1f6d470db85f.jpg?v=1644941972,lb,,,archived,0 - 4 yrs,6 mos - 18 mos
247,everystage-sensorsafe-convertible-car-seat-sale,,,,,,,,,Sapphire Blue,,,,,39212312,15331.422106,shopify,deny,manual,209.75,299.99,True,True,32884199426.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/msqqdjf1t0ywli9hrsl6_c20d9eeb-f619-4c7d-8688-4f64db5e9518.jpg?v=1644941973,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/msqqdjf1t0ywli9hrsl6_c20d9eeb-f619-4c7d-8688-4f64db5e9518.jpg?v=1644941973,lb,,,,0 - 4 yrs,6 mos - 18 mos
248,everystage-sensorsafe-convertible-car-seat-sale,,,,,,,,,Onyx Black,,,,,39212310,15331.422106,shopify,deny,manual,209.75,299.99,True,True,32884198740.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/uuryxaf32qbizxwokknn_e9297335-21c2-4e63-8de4-4a6c908083f7.jpg?v=1644941973,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/uuryxaf32qbizxwokknn_e9297335-21c2-4e63-8de4-4a6c908083f7.jpg?v=1644941973,lb,,,,0 - 4 yrs,6 mos - 18 mos
249,everystage-lx-convertible-car-seat,EveryStage LX All-In-One Convertible Car Seat," Evenﬂo® EveryStage™ LX All-in-One Car Seat delivers an unrivaled safety, comfort and installation experience. This all-in-one offers 10 years of safe and secure use as an Infant Seat + Convertible + Booster Seat, from 4-120 lbs. Fully adjustable with up to 10 different positions, EveryStage offers an accurate ﬁt for a growing child. For use as an infant car seat, the in-seat recline provides enhanced support and angles the child to help minimize head slump and help keep the child’s airway open. The soft cushioned insert can be removed as the child grows. When used as a toddler car seat, your child can stay rear-facing for longer. The EveryStage offers more rear-facing seating space without extending the seat or cramping other passengers. Simply move the headrest with one hand to adjust the height and harness in one step. No need to uninstall the seat or rethread the harness! The EveryStage comes with an easy-to-read bead level and 5-recline options for improved vehicle ﬁt and peace of mind. A machine-washable seat pad and 2 dishwasher-safe cup holders make it easy to clean. The EveryStage All-in-One convertible car seat is proudly tested above industry standards in front, side impact and rollover tests. Additionally, all Evenﬂo® car seats include Parentlink® customer service perks like real-time chat and free live video installation support. ",Evenflo,,,"Closeout, FG, Outlet",True,Color,Nova Black,,,,,39212249,12700.58636,shopify,deny,manual,139.75,199.99,True,True,32884198030.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/kc5r9mlchrk1qbqaki3g.jpg?v=1649945499,1,,False,EveryStage LX All-In-One Convertible Car Seat - Evenflo® Official Site,"The EveryStage™ DLX accomodates the entire family by adjusting to multiple positions, allowing children to ride rear-facing beyond 2 years without extending the seat or cramping other passengers.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/kc5r9mlchrk1qbqaki3g.jpg?v=1649945499,lb,,,active,0 - 4 yrs,6 mos - 18 mos
250,everystage-lx-convertible-car-seat,,,,,,,,,Gamma Gray,,,,,39212238,12700.58636,shopify,deny,manual,139.75,199.99,True,True,32884197576.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/snd8as17c6jxvw79ti5s.jpg?v=1649945499,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/snd8as17c6jxvw79ti5s.jpg?v=1649945499,lb,,,,0 - 4 yrs,6 mos - 18 mos
251,everystage-lx-convertible-car-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/mxcus14urkhayqvgrrbo_5a53791f-bbf0-4394-9f93-eee7d1d6b32a.jpg?v=1649945498,3,,,,,,,,,,,,,,,,,,,,,,,0 - 4 yrs,6 mos - 18 mos
252,embrace-infant-car-seats-base,Embrace Infant Car Seat Base,"<p>The Evenflo® Embrace™ Infant Car Seat combines safety, comfort &amp; ease with exclusive convenience features for you. To ease your on the go lifestyle, Embrace Base Only in Black is available.</p><p>Protecting children is our core mission at Evenflo. For almost a century we have been a leader in safety, innovation and education. Knowing that one in four automobile accidents are side impact collisions, we believe it’s important to go beyond the current government standards when designing the next generation of Evenflo car seats, including the Embrace Base.</p>",Evenflo,,,"Closeout, FG, Outlet",True,Color,Black,,,,,32131400,2721.55422,shopify,deny,manual,33.75,49.99,True,True,32884184507.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ux8rubtyp2ocpzpp2755.jpg?v=1649281212,1,Embrace Infant Car Seat Base,False,Embrace Infant Car Seat Base - Evenflo® Official Site,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/kofrbpzjr2td5lw0fmt1.jpg?v=1649281217,lb,,,active,0 - 1 yr,expectant - 6 mos
253,embrace-infant-car-seats-base,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/rgxgfpavcbnjnrz6tzhf.jpg?v=1649281213,2,Embrace Infant Car Seat Base,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
254,embrace-infant-car-seats-base,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/zpmn5t1aqx2cium4kmdp.jpg?v=1649281213,3,Embrace Infant Car Seat Base,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
255,embrace-infant-car-seats-base,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/kofrbpzjr2td5lw0fmt1.jpg?v=1649281217,4,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
256,embrace-infant-car-seats-base,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ysrgyqowlptabvqtukmn.jpg?v=1649281214,5,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
257,embrace-infant-car-seats-base,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/gnk0nfwudlhxhcylutgt.jpg?v=1649281215,6,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
258,embrace-infant-car-seats-base,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/bc6zcfw93ouywoknma2m_9b482a3a-c3fe-42a6-b08d-9099d288c443.jpg?v=1649281217,7,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
259,embrace-infant-car-seats,Embrace Infant Car Seat,"<p><strong>Specifically for infants - convenience for you and comfort for baby.</strong></p><p>The Evenflo® Embrace™ Infant Car Seat combines safety, comfort &amp; ease with exclusive convenience features for you. With the lightweight design, you won’t have to worry about your arm getting tired while on the go! Your baby will be comfortable on the road with a removable plush head pillow and pivoting canopy. To ease your on the go lifestyle, Embrace has an up-front adjust for simple harness adjustment throughout the year. This seat can be used with or without the base, and additional accessory bases are available.</p>",Evenflo,,,"Closeout, FG",False,Color,Gavin Grid Blue,,,,,31512225,7076.040972,shopify,deny,manual,56.75,79.88,True,True,32884194056.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/zlfnigk7ydnlwjgll0hr.jpg?v=1644256762,1,Embrace Infant Car Seat,False,Embrace Infant Car Seat - Evenflo® Official Site,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/cqc9kq4ddewvkxrq36ag.jpg?v=1644256763,lb,,,archived,0 - 1 yr,expectant - 6 mos
